Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId
4481,S,-61.92010463506155,-33.559829627806714,104.765007,BC,19/20,566
4480,S,-61.91975463506155,-33.56017962780671,104.765007,BC,19/20,566
4479,S,-61.920454635061546,-33.56017962780671,104.765007,BC,19/20,566
4478,S,-61.92010463506155,-33.56052962780671,104.765007,BC,19/20,566
4477,S,-61.91975463506155,-33.56052962780671,104.765007,BC,19/20,566
4476,S,-61.920454635061546,-33.559829627806714,104.765007,BC,19/20,566
4475,S,-61.91975463506155,-33.559829627806714,104.765007,BC,19/20,566
4474,S,-61.920454635061546,-33.56052962780671,104.765007,BC,19/20,566
302,S,-61.92010463506155,-33.56017962780671,104.765007,BC,19/20,566
4494,S,-61.92039357880074,-33.55523504306499,107.89079299999999,BC,19/20,568
4495,S,-61.920093578800746,-33.554935043064994,107.89079299999999,BC,19/20,568
4496,S,-61.92039357880074,-33.554935043064994,107.89079299999999,BC,19/20,568
4497,S,-61.920093578800746,-33.55523504306499,107.89079299999999,BC,19/20,568
4493,S,-61.92024357880074,-33.554735043064994,107.89079299999999,BC,19/20,568
4492,S,-61.919893578800746,-33.55508504306499,107.89079299999999,BC,19/20,568
4491,S,-61.92059357880074,-33.55508504306499,107.89079299999999,BC,19/20,568
4490,S,-61.92024357880074,-33.55543504306499,107.89079299999999,BC,19/20,568
4489,S,-61.919893578800746,-33.55543504306499,107.89079299999999,BC,19/20,568
4488,S,-61.92059357880074,-33.554735043064994,107.89079299999999,BC,19/20,568
4487,S,-61.919893578800746,-33.554735043064994,107.89079299999999,BC,19/20,568
4486,S,-61.92059357880074,-33.55543504306499,107.89079299999999,BC,19/20,568
303,S,-61.92024357880074,-33.55508504306499,107.89079299999999,BC,19/20,568
4509,M,-61.82771914952104,-33.652462659641856,107.508232,BC,19/20,571
4508,M,-61.82801914952103,-33.65216265964186,107.508232,BC,19/20,571
4507,M,-61.82771914952104,-33.65216265964186,107.508232,BC,19/20,571
4506,M,-61.82801914952103,-33.652462659641856,107.508232,BC,19/20,571
4505,M,-61.827869149521035,-33.65196265964186,107.508232,BC,19/20,571
4504,M,-61.82751914952104,-33.65231265964186,107.508232,BC,19/20,571
4503,M,-61.82821914952103,-33.65231265964186,107.508232,BC,19/20,571
4502,M,-61.827869149521035,-33.652662659641855,107.508232,BC,19/20,571
4501,M,-61.82751914952104,-33.652662659641855,107.508232,BC,19/20,571
4500,M,-61.82821914952103,-33.65196265964186,107.508232,BC,19/20,571
4499,M,-61.82751914952104,-33.65196265964186,107.508232,BC,19/20,571
4498,M,-61.82821914952103,-33.652662659641855,107.508232,BC,19/20,571
304,M,-61.827869149521035,-33.65231265964186,107.508232,BC,19/20,571
4521,X,-61.83160957421869,-33.654525219364125,107.508232,BC,19/20,572
4520,X,-61.831909574218685,-33.65422521936413,107.508232,BC,19/20,572
4518,X,-61.831909574218685,-33.654525219364125,107.508232,BC,19/20,572
4517,X,-61.83175957421869,-33.65402521936413,107.508232,BC,19/20,572
4516,X,-61.83140957421869,-33.65437521936413,107.508232,BC,19/20,572
4519,X,-61.83160957421869,-33.65422521936413,107.508232,BC,19/20,572
4515,X,-61.832109574218684,-33.65437521936413,107.508232,BC,19/20,572
4513,X,-61.83140957421869,-33.654725219364124,107.508232,BC,19/20,572
4512,X,-61.832109574218684,-33.65402521936413,107.508232,BC,19/20,572
4511,X,-61.83140957421869,-33.65402521936413,107.508232,BC,19/20,572
4510,X,-61.832109574218684,-33.654725219364124,107.508232,BC,19/20,572
305,X,-61.83175957421869,-33.65437521936413,107.508232,BC,19/20,572
4514,X,-61.83175957421869,-33.654725219364124,107.508232,BC,19/20,572
4533,X,-61.90856124844695,-33.58483346778809,104.848984,BC,19/20,573
4532,X,-61.90886124844695,-33.58453346778809,104.848984,BC,19/20,573
4531,X,-61.90856124844695,-33.58453346778809,104.848984,BC,19/20,573
4530,X,-61.90886124844695,-33.58483346778809,104.848984,BC,19/20,573
4529,X,-61.90871124844695,-33.58433346778809,104.848984,BC,19/20,573
4528,X,-61.90836124844695,-33.58468346778809,104.848984,BC,19/20,573
4527,X,-61.909061248446946,-33.58468346778809,104.848984,BC,19/20,573
4525,X,-61.90836124844695,-33.58503346778809,104.848984,BC,19/20,573
4524,X,-61.909061248446946,-33.58433346778809,104.848984,BC,19/20,573
4523,X,-61.90836124844695,-33.58433346778809,104.848984,BC,19/20,573
4522,X,-61.909061248446946,-33.58503346778809,104.848984,BC,19/20,573
306,X,-61.90871124844695,-33.58468346778809,104.848984,BC,19/20,573
4526,X,-61.90871124844695,-33.58503346778809,104.848984,BC,19/20,573
4541,S,-61.90324612803832,-33.58194127329199,104.848984,BC,19/20,574
4545,S,-61.90309612803832,-33.582441273291984,104.848984,BC,19/20,574
4544,S,-61.90339612803832,-33.58214127329199,104.848984,BC,19/20,574
4543,S,-61.90309612803832,-33.58214127329199,104.848984,BC,19/20,574
4542,S,-61.90339612803832,-33.582441273291984,104.848984,BC,19/20,574
4540,S,-61.90289612803832,-33.582291273291986,104.848984,BC,19/20,574
307,S,-61.90324612803832,-33.582291273291986,104.848984,BC,19/20,574
4538,S,-61.90324612803832,-33.58264127329198,104.848984,BC,19/20,574
4537,S,-61.90289612803832,-33.58264127329198,104.848984,BC,19/20,574
4536,S,-61.903596128038316,-33.58194127329199,104.848984,BC,19/20,574
4535,S,-61.90289612803832,-33.58194127329199,104.848984,BC,19/20,574
4534,S,-61.903596128038316,-33.58264127329198,104.848984,BC,19/20,574
4539,S,-61.903596128038316,-33.582291273291986,104.848984,BC,19/20,574
4557,S,-61.908607563026685,-33.574068070330725,112.41617600000001,BC,19/20,576
4556,S,-61.90890756302668,-33.57376807033073,112.41617600000001,BC,19/20,576
4555,S,-61.908607563026685,-33.57376807033073,112.41617600000001,BC,19/20,576
4554,S,-61.90890756302668,-33.574068070330725,112.41617600000001,BC,19/20,576
4552,S,-61.908407563026685,-33.57391807033073,112.41617600000001,BC,19/20,576
4553,S,-61.90875756302668,-33.57356807033073,112.41617600000001,BC,19/20,576
4550,S,-61.90875756302668,-33.574268070330724,112.41617600000001,BC,19/20,576
4549,S,-61.908407563026685,-33.574268070330724,112.41617600000001,BC,19/20,576
4548,S,-61.90910756302668,-33.57356807033073,112.41617600000001,BC,19/20,576
4547,S,-61.908407563026685,-33.57356807033073,112.41617600000001,BC,19/20,576
4546,S,-61.90910756302668,-33.574268070330724,112.41617600000001,BC,19/20,576
4551,S,-61.90910756302668,-33.57391807033073,112.41617600000001,BC,19/20,576
308,S,-61.90875756302668,-33.57391807033073,112.41617600000001,BC,19/20,576
4558,X,-61.91753681653828,-33.57307183216874,109.747597,BC,19/20,577
4559,X,-61.916836816538286,-33.57237183216875,109.747597,BC,19/20,577
4560,X,-61.91753681653828,-33.57237183216875,109.747597,BC,19/20,577
4561,X,-61.916836816538286,-33.57307183216874,109.747597,BC,19/20,577
4562,X,-61.91718681653828,-33.57307183216874,109.747597,BC,19/20,577
4563,X,-61.91753681653828,-33.572721832168746,109.747597,BC,19/20,577
4564,X,-61.916836816538286,-33.572721832168746,109.747597,BC,19/20,577
4566,X,-61.91733681653828,-33.572871832168744,109.747597,BC,19/20,577
4568,X,-61.91733681653828,-33.57257183216875,109.747597,BC,19/20,577
4567,X,-61.917036816538285,-33.57257183216875,109.747597,BC,19/20,577
4565,X,-61.91718681653828,-33.57237183216875,109.747597,BC,19/20,577
4569,X,-61.917036816538285,-33.572871832168744,109.747597,BC,19/20,577
309,X,-61.91718681653828,-33.572721832168746,109.747597,BC,19/20,577
4579,M,-61.91198852734728,-33.57021789577092,109.747597,BC,19/20,578
4571,M,-61.911788527347284,-33.57001789577092,109.747597,BC,19/20,578
4572,M,-61.91248852734728,-33.57001789577092,109.747597,BC,19/20,578
4573,M,-61.911788527347284,-33.57071789577091,109.747597,BC,19/20,578
4574,M,-61.91213852734728,-33.57071789577091,109.747597,BC,19/20,578
4575,M,-61.91248852734728,-33.570367895770914,109.747597,BC,19/20,578
4576,M,-61.911788527347284,-33.570367895770914,109.747597,BC,19/20,578
4577,M,-61.91213852734728,-33.57001789577092,109.747597,BC,19/20,578
4578,M,-61.91228852734728,-33.57051789577091,109.747597,BC,19/20,578
4580,M,-61.91228852734728,-33.57021789577092,109.747597,BC,19/20,578
4581,M,-61.91198852734728,-33.57051789577091,109.747597,BC,19/20,578
4570,M,-61.91248852734728,-33.57071789577091,109.747597,BC,19/20,578
310,M,-61.91213852734728,-33.570367895770914,109.747597,BC,19/20,578
4588,M,-61.921792476569856,-33.56766657819572,105.819374,BC,19/20,579
4583,M,-61.921792476569856,-33.56731657819572,105.819374,BC,19/20,579
4582,M,-61.92249247656985,-33.56801657819572,105.819374,BC,19/20,579
4585,M,-61.921792476569856,-33.56801657819572,105.819374,BC,19/20,579
4584,M,-61.92249247656985,-33.56731657819572,105.819374,BC,19/20,579
4586,M,-61.92214247656985,-33.56801657819572,105.819374,BC,19/20,579
4589,M,-61.92214247656985,-33.56731657819572,105.819374,BC,19/20,579
311,M,-61.92214247656985,-33.56766657819572,105.819374,BC,19/20,579
4590,M,-61.92229247656985,-33.56781657819572,105.819374,BC,19/20,579
4591,M,-61.921992476569855,-33.56751657819572,105.819374,BC,19/20,579
4592,M,-61.92229247656985,-33.56751657819572,105.819374,BC,19/20,579
4593,M,-61.921992476569855,-33.56781657819572,105.819374,BC,19/20,579
4587,M,-61.92249247656985,-33.56766657819572,105.819374,BC,19/20,579
4604,S,-61.91654946868281,-33.564120516192375,105.819374,BC,19/20,580
4603,S,-61.916249468682814,-33.564120516192375,105.819374,BC,19/20,580
4602,S,-61.91654946868281,-33.56442051619237,105.819374,BC,19/20,580
4601,S,-61.91639946868281,-33.563920516192375,105.819374,BC,19/20,580
4597,S,-61.916049468682814,-33.56462051619237,105.819374,BC,19/20,580
4599,S,-61.91674946868281,-33.56427051619237,105.819374,BC,19/20,580
4596,S,-61.91674946868281,-33.563920516192375,105.819374,BC,19/20,580
4595,S,-61.916049468682814,-33.563920516192375,105.819374,BC,19/20,580
4594,S,-61.91674946868281,-33.56462051619237,105.819374,BC,19/20,580
4600,S,-61.916049468682814,-33.56427051619237,105.819374,BC,19/20,580
4605,S,-61.916249468682814,-33.56442051619237,105.819374,BC,19/20,580
4598,S,-61.91639946868281,-33.56462051619237,105.819374,BC,19/20,580
312,S,-61.91639946868281,-33.56427051619237,105.819374,BC,19/20,580
4617,N,-61.925605013789124,-33.68004289584172,102.982849,BC,19/20,585
4606,N,-61.92610501378912,-33.68024289584172,102.982849,BC,19/20,585
4607,N,-61.925405013789124,-33.67954289584173,102.982849,BC,19/20,585
4608,N,-61.92610501378912,-33.67954289584173,102.982849,BC,19/20,585
4609,N,-61.925405013789124,-33.68024289584172,102.982849,BC,19/20,585
4610,N,-61.92575501378912,-33.68024289584172,102.982849,BC,19/20,585
4611,N,-61.92610501378912,-33.679892895841725,102.982849,BC,19/20,585
4612,N,-61.925405013789124,-33.679892895841725,102.982849,BC,19/20,585
4613,N,-61.92575501378912,-33.67954289584173,102.982849,BC,19/20,585
4614,N,-61.92590501378912,-33.68004289584172,102.982849,BC,19/20,585
4615,N,-61.925605013789124,-33.67974289584173,102.982849,BC,19/20,585
4616,N,-61.92590501378912,-33.67974289584173,102.982849,BC,19/20,585
313,N,-61.92575501378912,-33.679892895841725,102.982849,BC,19/20,585
4619,N,-61.91933780384396,-33.68559356045006,102.982849,BC,19/20,586
4621,N,-61.91933780384396,-33.68629356045005,102.982849,BC,19/20,586
4622,N,-61.919687803843956,-33.68629356045005,102.982849,BC,19/20,586
4623,N,-61.920037803843954,-33.685943560450056,102.982849,BC,19/20,586
4624,N,-61.91933780384396,-33.685943560450056,102.982849,BC,19/20,586
4625,N,-61.919687803843956,-33.68559356045006,102.982849,BC,19/20,586
4626,N,-61.919837803843954,-33.686093560450054,102.982849,BC,19/20,586
4627,N,-61.91953780384396,-33.68579356045006,102.982849,BC,19/20,586
4628,N,-61.919837803843954,-33.68579356045006,102.982849,BC,19/20,586
4629,N,-61.91953780384396,-33.686093560450054,102.982849,BC,19/20,586
4618,N,-61.920037803843954,-33.68629356045005,102.982849,BC,19/20,586
4620,N,-61.920037803843954,-33.68559356045006,102.982849,BC,19/20,586
314,N,-61.919687803843956,-33.685943560450056,102.982849,BC,19/20,586
4638,N,-61.92238510572934,-33.67846271584891,103.160133,BC,19/20,587
4636,N,-61.921885105729345,-33.67831271584891,103.160133,BC,19/20,587
4641,N,-61.922085105729344,-33.67846271584891,103.160133,BC,19/20,587
4640,N,-61.92238510572934,-33.67816271584891,103.160133,BC,19/20,587
4635,N,-61.92258510572934,-33.67831271584891,103.160133,BC,19/20,587
4634,N,-61.92223510572934,-33.67866271584891,103.160133,BC,19/20,587
315,N,-61.92223510572934,-33.67831271584891,103.160133,BC,19/20,587
4637,N,-61.92223510572934,-33.67796271584891,103.160133,BC,19/20,587
4633,N,-61.921885105729345,-33.67866271584891,103.160133,BC,19/20,587
4632,N,-61.92258510572934,-33.67796271584891,103.160133,BC,19/20,587
4631,N,-61.921885105729345,-33.67796271584891,103.160133,BC,19/20,587
4630,N,-61.92258510572934,-33.67866271584891,103.160133,BC,19/20,587
4639,N,-61.922085105729344,-33.67816271584891,103.160133,BC,19/20,587
4644,S,-61.915545289609746,-33.68220215758194,103.160133,BC,19/20,588
4653,S,-61.91504528960975,-33.682702157581936,103.160133,BC,19/20,588
4643,S,-61.91484528960975,-33.68220215758194,103.160133,BC,19/20,588
4651,S,-61.91504528960975,-33.68240215758194,103.160133,BC,19/20,588
4642,S,-61.915545289609746,-33.682902157581935,103.160133,BC,19/20,588
316,S,-61.91519528960975,-33.68255215758194,103.160133,BC,19/20,588
4645,S,-61.91484528960975,-33.682902157581935,103.160133,BC,19/20,588
4650,S,-61.915345289609746,-33.682702157581936,103.160133,BC,19/20,588
4646,S,-61.91519528960975,-33.682902157581935,103.160133,BC,19/20,588
4647,S,-61.915545289609746,-33.68255215758194,103.160133,BC,19/20,588
4649,S,-61.91519528960975,-33.68220215758194,103.160133,BC,19/20,588
4648,S,-61.91484528960975,-33.68255215758194,103.160133,BC,19/20,588
4652,S,-61.915345289609746,-33.68240215758194,103.160133,BC,19/20,588
317,M,-62.0837720376925,-33.69218015276815,111.90298500000002,BC,19/20,591
4664,M,-62.083922037692496,-33.692030152768154,111.90298500000002,BC,19/20,591
4665,M,-62.0836220376925,-33.69233015276815,111.90298500000002,BC,19/20,591
4662,M,-62.083922037692496,-33.69233015276815,111.90298500000002,BC,19/20,591
4661,M,-62.0837720376925,-33.691830152768155,111.90298500000002,BC,19/20,591
4660,M,-62.0834220376925,-33.69218015276815,111.90298500000002,BC,19/20,591
4659,M,-62.084122037692495,-33.69218015276815,111.90298500000002,BC,19/20,591
4657,M,-62.0834220376925,-33.69253015276815,111.90298500000002,BC,19/20,591
4656,M,-62.084122037692495,-33.691830152768155,111.90298500000002,BC,19/20,591
4655,M,-62.0834220376925,-33.691830152768155,111.90298500000002,BC,19/20,591
4654,M,-62.084122037692495,-33.69253015276815,111.90298500000002,BC,19/20,591
4663,M,-62.0836220376925,-33.692030152768154,111.90298500000002,BC,19/20,591
4658,M,-62.0837720376925,-33.69253015276815,111.90298500000002,BC,19/20,591
4666,M,-62.08495570012772,-33.69501563157368,111.90298500000002,BC,19/20,592
4667,M,-62.08425570012773,-33.69431563157369,111.90298500000002,BC,19/20,592
4668,M,-62.08495570012772,-33.69431563157369,111.90298500000002,BC,19/20,592
4669,M,-62.08425570012773,-33.69501563157368,111.90298500000002,BC,19/20,592
4673,M,-62.084605700127725,-33.69431563157369,111.90298500000002,BC,19/20,592
318,M,-62.084605700127725,-33.694665631573685,111.90298500000002,BC,19/20,592
4674,M,-62.08475570012772,-33.69481563157368,111.90298500000002,BC,19/20,592
4675,M,-62.08445570012773,-33.69451563157369,111.90298500000002,BC,19/20,592
4676,M,-62.08475570012772,-33.69451563157369,111.90298500000002,BC,19/20,592
4677,M,-62.08445570012773,-33.69481563157368,111.90298500000002,BC,19/20,592
4672,M,-62.08425570012773,-33.694665631573685,111.90298500000002,BC,19/20,592
4671,M,-62.08495570012772,-33.694665631573685,111.90298500000002,BC,19/20,592
4670,M,-62.084605700127725,-33.69501563157368,111.90298500000002,BC,19/20,592
4684,M,-62.063344667377606,-33.69622624431428,111.865669,BC,19/20,593
319,M,-62.063694667377604,-33.69622624431428,111.865669,BC,19/20,593
4678,M,-62.0640446673776,-33.69657624431428,111.865669,BC,19/20,593
4679,M,-62.063344667377606,-33.695876244314285,111.865669,BC,19/20,593
4680,M,-62.0640446673776,-33.695876244314285,111.865669,BC,19/20,593
4681,M,-62.063344667377606,-33.69657624431428,111.865669,BC,19/20,593
4682,M,-62.063694667377604,-33.69657624431428,111.865669,BC,19/20,593
4683,M,-62.0640446673776,-33.69622624431428,111.865669,BC,19/20,593
4685,M,-62.063694667377604,-33.695876244314285,111.865669,BC,19/20,593
4688,M,-62.0638446673776,-33.696076244314284,111.865669,BC,19/20,593
4687,M,-62.063544667377606,-33.696076244314284,111.865669,BC,19/20,593
4689,M,-62.063544667377606,-33.69637624431428,111.865669,BC,19/20,593
4686,M,-62.0638446673776,-33.69637624431428,111.865669,BC,19/20,593
4698,M,-62.064655172522954,-33.69811022522685,111.865669,BC,19/20,594
4697,M,-62.064505172522956,-33.69761022522685,111.865669,BC,19/20,594
4690,M,-62.064855172522954,-33.69831022522685,111.865669,BC,19/20,594
4691,M,-62.06415517252296,-33.69761022522685,111.865669,BC,19/20,594
4692,M,-62.064855172522954,-33.69761022522685,111.865669,BC,19/20,594
4693,M,-62.06415517252296,-33.69831022522685,111.865669,BC,19/20,594
4696,M,-62.06415517252296,-33.69796022522685,111.865669,BC,19/20,594
4695,M,-62.064855172522954,-33.69796022522685,111.865669,BC,19/20,594
4701,M,-62.06435517252296,-33.69811022522685,111.865669,BC,19/20,594
4700,M,-62.064655172522954,-33.69781022522685,111.865669,BC,19/20,594
4699,M,-62.06435517252296,-33.69781022522685,111.865669,BC,19/20,594
4694,M,-62.064505172522956,-33.69831022522685,111.865669,BC,19/20,594
320,M,-62.064505172522956,-33.69796022522685,111.865669,BC,19/20,594
4706,M,-62.06008213015831,-33.696845976976796,112.59346000000001,BC,19/20,595
4704,M,-62.060432130158304,-33.6961459769768,112.59346000000001,BC,19/20,595
4703,M,-62.05973213015831,-33.6961459769768,112.59346000000001,BC,19/20,595
4702,M,-62.060432130158304,-33.696845976976796,112.59346000000001,BC,19/20,595
4708,M,-62.05973213015831,-33.6964959769768,112.59346000000001,BC,19/20,595
4709,M,-62.06008213015831,-33.6961459769768,112.59346000000001,BC,19/20,595
4710,M,-62.060232130158305,-33.6966459769768,112.59346000000001,BC,19/20,595
4711,M,-62.05993213015831,-33.6963459769768,112.59346000000001,BC,19/20,595
4712,M,-62.060232130158305,-33.6963459769768,112.59346000000001,BC,19/20,595
4713,M,-62.05993213015831,-33.6966459769768,112.59346000000001,BC,19/20,595
4705,M,-62.05973213015831,-33.696845976976796,112.59346000000001,BC,19/20,595
4707,M,-62.060432130158304,-33.6964959769768,112.59346000000001,BC,19/20,595
321,M,-62.06008213015831,-33.6964959769768,112.59346000000001,BC,19/20,595
4714,s,-62.0617752529706,-33.69875334806814,112.59346000000001,BC,19/20,596
4717,s,-62.0610752529706,-33.69875334806814,112.59346000000001,BC,19/20,596
4718,s,-62.0614252529706,-33.69875334806814,112.59346000000001,BC,19/20,596
4719,s,-62.0617752529706,-33.69840334806814,112.59346000000001,BC,19/20,596
