Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId
3759,A,-62.17742817084816,-33.814291068574185,103.561348,BC,18/19,28
3752,A,-62.176928170848164,-33.81479106857418,103.561348,BC,18/19,28
3757,A,-62.17742817084816,-33.81459106857418,103.561348,BC,18/19,28
3756,A,-62.17727817084816,-33.814091068574186,103.561348,BC,18/19,28
3758,A,-62.177128170848164,-33.814291068574185,103.561348,BC,18/19,28
3755,A,-62.176928170848164,-33.81444106857418,103.561348,BC,18/19,28
3749,A,-62.17762817084816,-33.81479106857418,103.561348,BC,18/19,28
3753,A,-62.17727817084816,-33.81479106857418,103.561348,BC,18/19,28
3750,A,-62.176928170848164,-33.814091068574186,103.561348,BC,18/19,28
263,A,-62.17727817084816,-33.81444106857418,103.561348,BC,18/19,28
3754,A,-62.17762817084816,-33.81444106857418,103.561348,BC,18/19,28
7151,M,-62.183365897431216,-33.81686528691121,103.253433,BC,18/19,30
7156,M,-62.183565897431215,-33.81701528691121,103.253433,BC,18/19,30
7150,M,-62.18406589743121,-33.81686528691121,103.253433,BC,18/19,30
7149,M,-62.18371589743121,-33.81721528691121,103.253433,BC,18/19,30
7148,M,-62.183365897431216,-33.81721528691121,103.253433,BC,18/19,30
7147,M,-62.18406589743121,-33.81651528691121,103.253433,BC,18/19,30
7146,M,-62.183365897431216,-33.81651528691121,103.253433,BC,18/19,30
7145,M,-62.18406589743121,-33.81721528691121,103.253433,BC,18/19,30
546,M,-62.18371589743121,-33.81686528691121,103.253433,BC,18/19,30
7153,M,-62.18386589743121,-33.81701528691121,103.253433,BC,18/19,30
7154,M,-62.183565897431215,-33.81671528691121,103.253433,BC,18/19,30
7152,M,-62.18371589743121,-33.81651528691121,103.253433,BC,18/19,30
7155,M,-62.18386589743121,-33.81671528691121,103.253433,BC,18/19,30
2945,M,-62.05575135427779,-33.752353418151436,102.544304,BC,18/19,34
2947,M,-62.05575135427779,-33.75165341815144,102.544304,BC,18/19,34
2948,M,-62.05505135427779,-33.752353418151436,102.544304,BC,18/19,34
2949,M,-62.05540135427779,-33.752353418151436,102.544304,BC,18/19,34
2950,M,-62.05575135427779,-33.75200341815144,102.544304,BC,18/19,34
2951,M,-62.05505135427779,-33.75200341815144,102.544304,BC,18/19,34
2952,M,-62.05540135427779,-33.75165341815144,102.544304,BC,18/19,34
2953,M,-62.05555135427779,-33.75215341815144,102.544304,BC,18/19,34
2954,M,-62.05525135427779,-33.75185341815144,102.544304,BC,18/19,34
2955,M,-62.05555135427779,-33.75185341815144,102.544304,BC,18/19,34
2946,M,-62.05505135427779,-33.75165341815144,102.544304,BC,18/19,34
196,M,-62.05540135427779,-33.75200341815144,102.544304,BC,18/19,34
2956,M,-62.05525135427779,-33.75215341815144,102.544304,BC,18/19,34
4780,P,-62.088829424585064,-33.77410031991701,102.068436,BC,18/19,39
348,P,-62.08897942458506,-33.77395031991701,102.068436,BC,18/19,39
4769,P,-62.08932942458506,-33.77430031991701,102.068436,BC,18/19,39
4770,P,-62.088629424585065,-33.773600319917016,102.068436,BC,18/19,39
4771,P,-62.08932942458506,-33.773600319917016,102.068436,BC,18/19,39
4772,P,-62.088629424585065,-33.77430031991701,102.068436,BC,18/19,39
4773,P,-62.08897942458506,-33.77430031991701,102.068436,BC,18/19,39
4775,P,-62.088629424585065,-33.77395031991701,102.068436,BC,18/19,39
4776,P,-62.08897942458506,-33.773600319917016,102.068436,BC,18/19,39
4779,P,-62.08912942458506,-33.773800319917015,102.068436,BC,18/19,39
4777,P,-62.08912942458506,-33.77410031991701,102.068436,BC,18/19,39
4774,P,-62.08932942458506,-33.77395031991701,102.068436,BC,18/19,39
4778,P,-62.088829424585064,-33.773800319917015,102.068436,BC,18/19,39
3185,M,-62.03774656140615,-33.74605708551937,97.011208,BC,18/19,45
216,M,-62.037396561406155,-33.74570708551937,97.011208,BC,18/19,45
3186,M,-62.03704656140616,-33.74535708551937,97.011208,BC,18/19,45
3189,M,-62.037396561406155,-33.74605708551937,97.011208,BC,18/19,45
3190,M,-62.03774656140615,-33.74570708551937,97.011208,BC,18/19,45
3191,M,-62.03704656140616,-33.74570708551937,97.011208,BC,18/19,45
3192,M,-62.037396561406155,-33.74535708551937,97.011208,BC,18/19,45
3193,M,-62.03754656140615,-33.74585708551937,97.011208,BC,18/19,45
3194,M,-62.03724656140616,-33.74555708551937,97.011208,BC,18/19,45
3187,M,-62.03774656140615,-33.74535708551937,97.011208,BC,18/19,45
3188,M,-62.03704656140616,-33.74605708551937,97.011208,BC,18/19,45
3195,M,-62.03754656140615,-33.74555708551937,97.011208,BC,18/19,45
3196,M,-62.03724656140616,-33.74585708551937,97.011208,BC,18/19,45
4218,S,-62.03917703207393,-33.743720348429875,97.011208,BC,18/19,46
4222,S,-62.039877032073925,-33.74407034842987,97.011208,BC,18/19,46
4224,S,-62.03952703207393,-33.743720348429875,97.011208,BC,18/19,46
4227,S,-62.039677032073925,-33.743920348429874,97.011208,BC,18/19,46
4226,S,-62.03937703207393,-33.743920348429874,97.011208,BC,18/19,46
302,S,-62.03952703207393,-33.74407034842987,97.011208,BC,18/19,46
4228,S,-62.03937703207393,-33.74422034842987,97.011208,BC,18/19,46
4225,S,-62.039677032073925,-33.74422034842987,97.011208,BC,18/19,46
4221,S,-62.03952703207393,-33.74442034842987,97.011208,BC,18/19,46
4223,S,-62.03917703207393,-33.74407034842987,97.011208,BC,18/19,46
4217,S,-62.039877032073925,-33.74442034842987,97.011208,BC,18/19,46
4219,S,-62.039877032073925,-33.743720348429875,97.011208,BC,18/19,46
4220,S,-62.03917703207393,-33.74442034842987,97.011208,BC,18/19,46
6761,N,-62.14229014651103,-33.87979788148834,110.79263300000001,BC,18/19,49
6767,N,-62.141590146511035,-33.87944788148834,110.79263300000001,BC,18/19,49
6768,N,-62.14194014651103,-33.87909788148834,110.79263300000001,BC,18/19,49
6766,N,-62.14229014651103,-33.87944788148834,110.79263300000001,BC,18/19,49
6765,N,-62.14194014651103,-33.87979788148834,110.79263300000001,BC,18/19,49
6764,N,-62.141590146511035,-33.87979788148834,110.79263300000001,BC,18/19,49
6769,N,-62.14209014651103,-33.87959788148834,110.79263300000001,BC,18/19,49
514,N,-62.14194014651103,-33.87944788148834,110.79263300000001,BC,18/19,49
6762,N,-62.141590146511035,-33.87909788148834,110.79263300000001,BC,18/19,49
6770,N,-62.141790146511035,-33.87929788148834,110.79263300000001,BC,18/19,49
6771,N,-62.14209014651103,-33.87929788148834,110.79263300000001,BC,18/19,49
6772,N,-62.141790146511035,-33.87959788148834,110.79263300000001,BC,18/19,49
6763,N,-62.14229014651103,-33.87909788148834,110.79263300000001,BC,18/19,49
5499,M,-62.141951202771814,-33.884757739368666,108.525276,BC,18/19,52
5500,M,-62.14165120277182,-33.88505773936866,108.525276,BC,18/19,52
5495,M,-62.14145120277182,-33.884907739368664,108.525276,BC,18/19,52
5498,M,-62.14165120277182,-33.884757739368666,108.525276,BC,18/19,52
5497,M,-62.141951202771814,-33.88505773936866,108.525276,BC,18/19,52
5496,M,-62.141801202771816,-33.88455773936867,108.525276,BC,18/19,52
5494,M,-62.142151202771814,-33.884907739368664,108.525276,BC,18/19,52
408,M,-62.141801202771816,-33.884907739368664,108.525276,BC,18/19,52
5493,M,-62.141801202771816,-33.88525773936866,108.525276,BC,18/19,52
5489,M,-62.142151202771814,-33.88525773936866,108.525276,BC,18/19,52
5490,M,-62.14145120277182,-33.88455773936867,108.525276,BC,18/19,52
5491,M,-62.142151202771814,-33.88455773936867,108.525276,BC,18/19,52
5492,M,-62.14145120277182,-33.88525773936866,108.525276,BC,18/19,52
2569,S,-62.13690291358079,-33.88855647867912,108.29200700000001,BC,18/19,54
2570,S,-62.136602913580795,-33.888256478679125,108.29200700000001,BC,18/19,54
2568,S,-62.13675291358079,-33.888056478679125,108.29200700000001,BC,18/19,54
2567,S,-62.136402913580795,-33.88840647867912,108.29200700000001,BC,18/19,54
2566,S,-62.13710291358079,-33.88840647867912,108.29200700000001,BC,18/19,54
2571,S,-62.13690291358079,-33.888256478679125,108.29200700000001,BC,18/19,54
2565,S,-62.13675291358079,-33.88875647867912,108.29200700000001,BC,18/19,54
2563,S,-62.13710291358079,-33.888056478679125,108.29200700000001,BC,18/19,54
2562,S,-62.136402913580795,-33.888056478679125,108.29200700000001,BC,18/19,54
2561,S,-62.13710291358079,-33.88875647867912,108.29200700000001,BC,18/19,54
164,S,-62.13675291358079,-33.88840647867912,108.29200700000001,BC,18/19,54
2564,S,-62.136402913580795,-33.88875647867912,108.29200700000001,BC,18/19,54
2572,S,-62.136602913580795,-33.88855647867912,108.29200700000001,BC,18/19,54
4539,N,-62.131020961954576,-33.88656479846823,106.845757,BC,18/19,55
4540,N,-62.13072096195458,-33.886864798468224,106.845757,BC,18/19,55
4538,N,-62.13072096195458,-33.88656479846823,106.845757,BC,18/19,55
4535,N,-62.13052096195458,-33.886714798468226,106.845757,BC,18/19,55
4534,N,-62.131220961954575,-33.886714798468226,106.845757,BC,18/19,55
4536,N,-62.13087096195458,-33.88636479846823,106.845757,BC,18/19,55
4532,N,-62.13052096195458,-33.887064798468224,106.845757,BC,18/19,55
4529,N,-62.131220961954575,-33.887064798468224,106.845757,BC,18/19,55
4531,N,-62.131220961954575,-33.88636479846823,106.845757,BC,18/19,55
4537,N,-62.131020961954576,-33.886864798468224,106.845757,BC,18/19,55
4530,N,-62.13052096195458,-33.88636479846823,106.845757,BC,18/19,55
328,N,-62.13087096195458,-33.886714798468226,106.845757,BC,18/19,55
4533,N,-62.13087096195458,-33.887064798468224,106.845757,BC,18/19,55
1504,S,-62.14605108784658,-33.8761372272956,108.62791399999999,BC,18/19,60
1494,S,-62.14585108784658,-33.875637227295606,108.62791399999999,BC,18/19,60
1497,S,-62.14620108784658,-33.8763372272956,108.62791399999999,BC,18/19,60
1496,S,-62.14585108784658,-33.8763372272956,108.62791399999999,BC,18/19,60
1495,S,-62.146551087846575,-33.875637227295606,108.62791399999999,BC,18/19,60
1493,S,-62.146551087846575,-33.8763372272956,108.62791399999999,BC,18/19,60
75,S,-62.14620108784658,-33.8759872272956,108.62791399999999,BC,18/19,60
1499,S,-62.14585108784658,-33.8759872272956,108.62791399999999,BC,18/19,60
1500,S,-62.14620108784658,-33.875637227295606,108.62791399999999,BC,18/19,60
1501,S,-62.146351087846575,-33.8761372272956,108.62791399999999,BC,18/19,60
1498,S,-62.146551087846575,-33.8759872272956,108.62791399999999,BC,18/19,60
1503,S,-62.146351087846575,-33.875837227295605,108.62791399999999,BC,18/19,60
1502,S,-62.14605108784658,-33.875837227295605,108.62791399999999,BC,18/19,60
6179,N,-62.14149751735156,-33.87617948954359,110.80196399999998,BC,18/19,61
6174,N,-62.14149751735156,-33.87582948954359,110.80196399999998,BC,18/19,61
6175,N,-62.142197517351555,-33.87582948954359,110.80196399999998,BC,18/19,61
6184,N,-62.14169751735156,-33.876329489543586,110.80196399999998,BC,18/19,61
6182,N,-62.14169751735156,-33.87602948954359,110.80196399999998,BC,18/19,61
6181,N,-62.141997517351555,-33.876329489543586,110.80196399999998,BC,18/19,61
6180,N,-62.14184751735156,-33.87582948954359,110.80196399999998,BC,18/19,61
6176,N,-62.14149751735156,-33.876529489543586,110.80196399999998,BC,18/19,61
6178,N,-62.142197517351555,-33.87617948954359,110.80196399999998,BC,18/19,61
6183,N,-62.141997517351555,-33.87602948954359,110.80196399999998,BC,18/19,61
6173,N,-62.142197517351555,-33.876529489543586,110.80196399999998,BC,18/19,61
465,N,-62.14184751735156,-33.87617948954359,110.80196399999998,BC,18/19,61
6177,N,-62.14184751735156,-33.876529489543586,110.80196399999998,BC,18/19,61
7559,N,-62.14543425662897,-33.875179721124226,110.80196399999998,BC,18/19,62
7557,N,-62.145784256628964,-33.875529721124224,110.80196399999998,BC,18/19,62
7564,N,-62.145634256628966,-33.875329721124224,110.80196399999998,BC,18/19,62
580,N,-62.145784256628964,-33.875179721124226,110.80196399999998,BC,18/19,62
7563,N,-62.14593425662896,-33.87502972112423,110.80196399999998,BC,18/19,62
7560,N,-62.145784256628964,-33.87482972112423,110.80196399999998,BC,18/19,62
7558,N,-62.14613425662896,-33.875179721124226,110.80196399999998,BC,18/19,62
7562,N,-62.145634256628966,-33.87502972112423,110.80196399999998,BC,18/19,62
7561,N,-62.14593425662896,-33.875329721124224,110.80196399999998,BC,18/19,62
7555,N,-62.14613425662896,-33.87482972112423,110.80196399999998,BC,18/19,62
7554,N,-62.14543425662897,-33.87482972112423,110.80196399999998,BC,18/19,62
7556,N,-62.14543425662897,-33.875529721124224,110.80196399999998,BC,18/19,62
7553,N,-62.14613425662896,-33.875529721124224,110.80196399999998,BC,18/19,62
5303,S,-62.14747209813726,-33.87825589422206,107.27496299999999,BC,18/19,64
5302,S,-62.14817209813725,-33.87825589422206,107.27496299999999,BC,18/19,64
5301,S,-62.147822098137254,-33.878605894222055,107.27496299999999,BC,18/19,64
5306,S,-62.14767209813726,-33.87810589422206,107.27496299999999,BC,18/19,64
5299,S,-62.14817209813725,-33.87790589422206,107.27496299999999,BC,18/19,64
5298,S,-62.14747209813726,-33.87790589422206,107.27496299999999,BC,18/19,64
5297,S,-62.14817209813725,-33.878605894222055,107.27496299999999,BC,18/19,64
5307,S,-62.14797209813725,-33.87810589422206,107.27496299999999,BC,18/19,64
5300,S,-62.14747209813726,-33.878605894222055,107.27496299999999,BC,18/19,64
5308,S,-62.14767209813726,-33.878405894222055,107.27496299999999,BC,18/19,64
5305,S,-62.14797209813725,-33.878405894222055,107.27496299999999,BC,18/19,64
5304,S,-62.147822098137254,-33.87790589422206,107.27496299999999,BC,18/19,64
392,S,-62.147822098137254,-33.87825589422206,107.27496299999999,BC,18/19,64
3540,M,-62.121793304326665,-33.89774454630533,108.60925300000001,BC,18/19,66
3533,M,-62.12214330432666,-33.89844454630533,108.60925300000001,BC,18/19,66
245,M,-62.121793304326665,-33.89809454630533,108.60925300000001,BC,18/19,66
3534,M,-62.12144330432667,-33.89774454630533,108.60925300000001,BC,18/19,66
3535,M,-62.12214330432666,-33.89774454630533,108.60925300000001,BC,18/19,66
3536,M,-62.12144330432667,-33.89844454630533,108.60925300000001,BC,18/19,66
3539,M,-62.12144330432667,-33.89809454630533,108.60925300000001,BC,18/19,66
3537,M,-62.121793304326665,-33.89844454630533,108.60925300000001,BC,18/19,66
3538,M,-62.12214330432666,-33.89809454630533,108.60925300000001,BC,18/19,66
3544,M,-62.12164330432667,-33.89824454630533,108.60925300000001,BC,18/19,66
3543,M,-62.12194330432666,-33.89794454630533,108.60925300000001,BC,18/19,66
3542,M,-62.12164330432667,-33.89794454630533,108.60925300000001,BC,18/19,66
3541,M,-62.12194330432666,-33.89824454630533,108.60925300000001,BC,18/19,66
3134,M,-62.119605462818384,-33.90155806748167,107.06968700000002,BC,18/19,69
3133,M,-62.11990546281838,-33.90185806748167,107.06968700000002,BC,18/19,69
3132,M,-62.11975546281838,-33.901358067481674,107.06968700000002,BC,18/19,69
3126,M,-62.119405462818385,-33.901358067481674,107.06968700000002,BC,18/19,69
3127,M,-62.12010546281838,-33.901358067481674,107.06968700000002,BC,18/19,69
3129,M,-62.11975546281838,-33.90205806748167,107.06968700000002,BC,18/19,69
3130,M,-62.12010546281838,-33.90170806748167,107.06968700000002,BC,18/19,69
211,M,-62.11975546281838,-33.90170806748167,107.06968700000002,BC,18/19,69
3131,M,-62.119405462818385,-33.90170806748167,107.06968700000002,BC,18/19,69
3135,M,-62.11990546281838,-33.90155806748167,107.06968700000002,BC,18/19,69
3125,M,-62.12010546281838,-33.90205806748167,107.06968700000002,BC,18/19,69
3128,M,-62.119405462818385,-33.90205806748167,107.06968700000002,BC,18/19,69
3136,M,-62.119605462818384,-33.90185806748167,107.06968700000002,BC,18/19,69
6750,M,-62.12014649609412,-33.90516363165172,104.38245400000001,BC,18/19,71
513,M,-62.12049649609412,-33.905513631651715,104.38245400000001,BC,18/19,71
6749,M,-62.12084649609412,-33.90586363165171,104.38245400000001,BC,18/19,71
6759,M,-62.12064649609412,-33.90536363165172,104.38245400000001,BC,18/19,71
6758,M,-62.12034649609412,-33.90536363165172,104.38245400000001,BC,18/19,71
6757,M,-62.12064649609412,-33.90566363165171,104.38245400000001,BC,18/19,71
6756,M,-62.12049649609412,-33.90516363165172,104.38245400000001,BC,18/19,71
6760,M,-62.12034649609412,-33.90566363165171,104.38245400000001,BC,18/19,71
6754,M,-62.12084649609412,-33.905513631651715,104.38245400000001,BC,18/19,71
6753,M,-62.12049649609412,-33.90586363165171,104.38245400000001,BC,18/19,71
6752,M,-62.12014649609412,-33.90586363165171,104.38245400000001,BC,18/19,71
6751,M,-62.12084649609412,-33.90516363165172,104.38245400000001,BC,18/19,71
6755,M,-62.12014649609412,-33.905513631651715,104.38245400000001,BC,18/19,71
1169,S,-62.124736920791776,-33.90951527593218,104.38245400000001,BC,18/19,72
1170,S,-62.12403692079178,-33.908815275932184,104.38245400000001,BC,18/19,72
1171,S,-62.124736920791776,-33.908815275932184,104.38245400000001,BC,18/19,72
1180,S,-62.12423692079178,-33.90931527593218,104.38245400000001,BC,18/19,72
1179,S,-62.124536920791776,-33.909015275932184,104.38245400000001,BC,18/19,72
1178,S,-62.12423692079178,-33.909015275932184,104.38245400000001,BC,18/19,72
1172,S,-62.12403692079178,-33.90951527593218,104.38245400000001,BC,18/19,72
1177,S,-62.124536920791776,-33.90931527593218,104.38245400000001,BC,18/19,72
1176,S,-62.12438692079178,-33.908815275932184,104.38245400000001,BC,18/19,72
1175,S,-62.12403692079178,-33.90916527593218,104.38245400000001,BC,18/19,72
1173,S,-62.12438692079178,-33.90951527593218,104.38245400000001,BC,18/19,72
1174,S,-62.124736920791776,-33.90916527593218,104.38245400000001,BC,18/19,72
48,S,-62.12438692079178,-33.90916527593218,104.38245400000001,BC,18/19,72
4694,N,-62.12960941204094,-33.89152440226404,106.85508700000001,BC,18/19,73
341,N,-62.12975941204094,-33.89167440226404,106.85508700000001,BC,18/19,73
4691,N,-62.12940941204094,-33.89167440226404,106.85508700000001,BC,18/19,73
4696,N,-62.12960941204094,-33.891824402264035,106.85508700000001,BC,18/19,73
4695,N,-62.12990941204094,-33.89152440226404,106.85508700000001,BC,18/19,73
4690,N,-62.13010941204094,-33.89167440226404,106.85508700000001,BC,18/19,73
4693,N,-62.12990941204094,-33.891824402264035,106.85508700000001,BC,18/19,73
4689,N,-62.12975941204094,-33.892024402264035,106.85508700000001,BC,18/19,73
4692,N,-62.12975941204094,-33.89132440226404,106.85508700000001,BC,18/19,73
4688,N,-62.12940941204094,-33.892024402264035,106.85508700000001,BC,18/19,73
4687,N,-62.13010941204094,-33.89132440226404,106.85508700000001,BC,18/19,73
4686,N,-62.12940941204094,-33.89132440226404,106.85508700000001,BC,18/19,73
4685,N,-62.13010941204094,-33.892024402264035,106.85508700000001,BC,18/19,73
2433,M,-62.127767885112384,-33.89394665176907,105.67008999999999,BC,18/19,75
153,M,-62.127767885112384,-33.89359665176907,105.67008999999999,BC,18/19,75
2437,M,-62.12791788511238,-33.89374665176907,105.67008999999999,BC,18/19,75
2434,M,-62.12811788511238,-33.89359665176907,105.67008999999999,BC,18/19,75
2440,M,-62.127617885112386,-33.89374665176907,105.67008999999999,BC,18/19,75
2439,M,-62.12791788511238,-33.893446651769075,105.67008999999999,BC,18/19,75
2435,M,-62.127417885112386,-33.89359665176907,105.67008999999999,BC,18/19,75
2436,M,-62.127767885112384,-33.893246651769076,105.67008999999999,BC,18/19,75
2432,M,-62.127417885112386,-33.89394665176907,105.67008999999999,BC,18/19,75
2431,M,-62.12811788511238,-33.893246651769076,105.67008999999999,BC,18/19,75
2430,M,-62.127417885112386,-33.893246651769076,105.67008999999999,BC,18/19,75
2429,M,-62.12811788511238,-33.89394665176907,105.67008999999999,BC,18/19,75
2438,M,-62.127617885112386,-33.893446651769075,105.67008999999999,BC,18/19,75
360,M,-62.1307783327951,-33.89578796335753,105.67008999999999,BC,18/19,76
4918,M,-62.1311283327951,-33.89578796335753,105.67008999999999,BC,18/19,76
4914,M,-62.130428332795105,-33.89543796335753,105.67008999999999,BC,18/19,76
4915,M,-62.1311283327951,-33.89543796335753,105.67008999999999,BC,18/19,76
4916,M,-62.130428332795105,-33.896137963357525,105.67008999999999,BC,18/19,76
4917,M,-62.1307783327951,-33.896137963357525,105.67008999999999,BC,18/19,76
4919,M,-62.130428332795105,-33.89578796335753,105.67008999999999,BC,18/19,76
4920,M,-62.1307783327951,-33.89543796335753,105.67008999999999,BC,18/19,76
4921,M,-62.1309283327951,-33.895937963357525,105.67008999999999,BC,18/19,76
4922,M,-62.130628332795105,-33.89563796335753,105.67008999999999,BC,18/19,76
4923,M,-62.1309283327951,-33.89563796335753,105.67008999999999,BC,18/19,76
4924,M,-62.130628332795105,-33.895937963357525,105.67008999999999,BC,18/19,76
